表格 1
商品分类,年份,出口(亿美元),进口(亿美元),
11章 制粉工业产品;麦芽;淀粉;菊粉;面筋,2022,0.23,0.08,
12章 含油子仁及果实;杂项子仁及果实;工业用或药用植物;稻草、秸秆及饲料,2022,1.61,197.85,
13章 虫胶;树胶、树脂及其他植物液、汁,2022,4.58,0.23,
14章 编结用植物材料;其他植物产品,2022,0.15,0.06,
第三类 动、植物油、脂及其分解产品;精制的食用油脂;动、植物蜡,2022,1.68,1.35,
15章 动、植物油、脂及其分解产品;精制的食用油脂;动、植物蜡,2022,1.68,1.35,
第四类食品;饮料、酒及醋;烟草、烟草及烟草代用品的制品,2022,63.47,29.31,
16章 肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物的制品,2022,10.99,0.08,
17章 糖及糖食,2022,3.08,1.69,
18章 可可及可可制品,2022,0.36,0.32,
19章 谷物、粮食粉、淀粉或乳的制品;糕饼点心,2022,2.67,0.61,
20章 蔬菜、水果、坚果或植物其他部分的制品,2022,10.71,4.34,
21章 杂项食品,2022,7.71,11.93,
22章 饮料、酒及醋,2022,0.55,1.60,
23章 食品工业的残渣及废料;配制的动物饲料,2022,3.65,8.32,
24章 烟草及烟草代用品的制品,2022,23.75,0.43,
第五类 矿产品,2022,12.19,219.55,
25章 盐;硫磺;泥土及石料;石膏料、石灰及水泥,2022,4.71,9.07,
26章 矿砂、矿渣及矿灰,2022,0.18,19.70,
27章 矿物燃料、矿物油及其蒸馏产品;沥青物质;矿物蜡,2022,7.30,190.78,
第六类 化学工业及其相关工业的产品,2022,232.73,232.70,
28章 无机化学品;贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2022,17.32,11.40,
29章 有机化学品,2022,117.58,57.46,
30章 药品,2022,23.73,60.67,
31章 肥料,2022,0.23,0.69,
32章 鞣料浸膏及染料浸膏;鞣酸及其衍生物;染料、颜料及其他着色料;油漆及清漆;油灰及其他类似胶粘剂;墨水、油墨,2022,4.27,4.00,
33章 精油及香膏;芳香料制品及化妆盥洗品,2022,13.53,24.73,
34章 肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,2022,6.08,9.68,
35章 蛋白类物质;改性淀粉;胶;酶,2022,3.69,5.82,
36章 炸药;烟火制品;火柴;引火合金;易燃材料制品,2022,5.58,0.33,
37章 照相及电影用品,2022,0.33,5.55,
38章 杂项化学产品,2022,40.39,52.38,
"第七类 塑料及其制品,橡胶及其制品",2022,302.20,84.83,
39章 塑料及其制品,2022,269.14,77.97,
40章 橡胶及其制品,2022,33.06,6.86,
第八类 生皮、皮革、毛皮及其制品;鞍具及挽具;旅行用品、手提包及类似品;动物肠线(蚕胶丝除外)制品,2022,68.76,7.18,
41章 生皮(毛皮除外)及皮革,2022,0.09,6.37,
42章 皮革制品;鞍具及挽具;旅行用品、手提包及类似容器;动物肠线(蚕胶丝除外)制品,2022,68.34,0.81,
43章 毛皮、人造毛皮及其制品,2022,0.33,0.00,
"第九类 木及木制品;木炭;软木及软木制品;稻草,秸秆、针茅或其他编结材料制品:篮筐及柳条编结品",2022,41.68,17.38,
44章 木及木制品;木炭,2022,36.21,17.38,
45章 软木及软木制品,2022,0.05,0.00,
46章 稻草、秸秆、针茅或其他编结材料制品;篮筐及柳条编结品,2022,5.42,0.00,
第十类 木浆及其他纤维状纤维素浆;纸及纸板的废碎品;纸、纸板及其制品,2022,58.45,32.34,
47章 木浆及其他纤维状纤维素浆;纸及纸板的废碎品,2022,0.09,"18,02",
48章 纸及纸板;纸浆、纸或纸板制品,2022,40.95,7.07,
49章 书籍、报纸、印刷图画及其他印制品;手稿、打字稿及设计图纸,2022,17.41,7.25,
第十一类 纺织原料及纺织制品,2022,514.83,36.30,
50章 蚕丝,2022,0.21,0.00,
51章 羊毛、动物细毛或粗毛;马毛纱线及其机织物,2022,0.58,0.10,
52章 棉花,2022,0.99,30.52,
53章 其他植物纺织纤维;纸纱线及其机织物,2022,0.27,0.00,
54章 化学纤维长丝,2022,4.97,1.03,
55章 化学纤维短纤,2022,2.17,0.82,
56章 絮胎、毡呢及无纺织物;特种纱线;线、绳、索、缆及其制品,2022,8.05,1.88,
57章 地毯及纺织材料的其他铺地制品,2022,7.01,0.07,
58章 特种机织物;簇绒织物;花边;装饰毯;装饰带;刺绣品,2022,3.82,0.16,
59章 浸渍、涂布、包覆或层压的纺织物;工业用纺织制品,2022,5.37,0.87,
60章 针织物及钩编织物,2022,3.95,0.11,
61章 针织或钩编的服装及衣着附件,2022,214.67,0.29,
62章 非针织或非钩编的服装及衣着附件,2022,150.28,0.26,
63章 其他纺织制成品;成套物品;旧衣着及旧纺织品;碎织物,2022,112.50,0.18,
第十二类 鞋、帽、伞、杖、鞭及其零件;已加工的羽毛及其制品;人造花;人发制品,2022,211.03,1.32,
64章 鞋靴、护腿和类似品及其零件,2022,131.66,1.22,
65章 帽类及其零件,2022,18.21,0.04,
66章 雨伞、阳伞、手杖、鞭子、马鞭及其零件,2022,7.47,0.00,
67章 已加工羽毛、羽绒及其制品;人造花;人发制品,2022,53.70,0.06,
第十三类 石料、石膏、水泥、石棉、云母及类似材料的制品;陶瓷产品;玻璃及其制品,2022,102.71,15.50,
68章 石料、石膏、水泥、石棉、云母及类似材料的制品,2022,19.18,3.24,
69章 陶瓷产品,2022,42.08,2.01,
70章 玻璃及其制品,2022,41.45,10.25,
第十四类 天然或养殖珍珠、宝石或半宝石、贵金属、包贵金属及其制品;仿首饰;硬币,2022,28.13,7.67,
71章 天然或养殖珍珠、宝石或半宝石、贵金属、包贵金属及其制品;仿首饰;硬币,2022,28.13,7.67,
第十五类 贱金属及其制品,2022,339.75,62.00,
72章 钢铁,2022,12.88,3.64,
73章 钢铁制品,2022,157.41,10.76,
74章 铜及其制品,2022,8.26,27.85,
75章 镍及其制品,2022,0.38,4.65,
76章 铝及其制品,2022,46.98,7.12,
78章 铅及其制品,2022,0.72,0.03,
79章 锌及其制品,2022,0.46,0.23,
80章 锡及其制品,2022,0.03,0.04,
81章 其他贱金属、金属陶瓷及其制品,2022,7.43,3.70,
82章 贱金属工具、器具、利口器、餐匙、餐叉及其零件,2022,50.43,2.50,
83章 贱金属杂项制品,2022,54.76,1.48,
第十六类 机器、机械器具、电气设备及其零件;录音机及放声机、电视图像、声音的录制和重放设备及其零件、附件,2022,2506.92,380.13,
84章 核反应堆、锅炉、机器、机械器具及其零件,2022,1090.87,196.94,
85章 电机、电气设备及其零件;录音机及放声机、电视图像、声音的录制和重放设备及其零件、附件,2022,1416.05,183.19,
第十七类车辆、航空器、船舶及有关运输设备,2022,241.77,150.12,
86章 铁道及电车道机车、车辆及其零件;铁道及电车轨道固定装置及其零件、附件;各种机械(包括电动机械)交通信号设备,2022,27.06,0.47,
"87章 车辆及其零件、附件,但铁道及电车道车辆除外",2022,195.98,117.72,
88章 航空器、航天器及其零件,2022,15.36,31.66,
89章 船舶及浮动结构体,2022,3.37,0.27,
第十八类 光学、照相、电影、计量、检验、医疗或外科用仪器及设备、精密仪器及设备;钟表;乐器;上述物品的零件、附件,2022,137.00,131.63,
90章 光学、照相、电影、计量、检验、医疗或外科用仪器及设备、精密仪器及设备;上述物品的零件、附件,2022,125.26,131.02,
91章 钟表及其零件,2022,5.06,0.09,
92章 乐器及其零件、附件,2022,6.67,0.53,
第十九类 武器、弹药及其零件、附件,2022,1.56,0.01,
93章 武器、弹药及其零件、附件,2022,1.56,0.01,
第二十类杂项制品,2022,757.12,3.70,
94章 家具;寝具、褥垫、弹簧床垫、软坐垫及类似的填充制品:未列名灯具及照明装置;发光标志、发光名牌及类似品;活动房屋,2022,338.704,1.7,
95章 玩具、游戏品、运动用品及其零件、附件,2022,361.37,1.20,
96章 杂项制品,2022,57.05,0.82,
第二十一类 艺术品、收藏品及古物,2022,0.73,2.61,
97章 艺术品、收藏品及古物,2022,0.73,2.61,
第二十二类 特殊交易品及未分类商品,2022,117.47,6.04,
98章 特殊交易品及未分类商品,2022,94.59,6.04,
99章跨境电商B2B简化申报商品,2022,22.88,,
总额,2023,5002.43,1637.44,
第一类 活动物;动物产品,2023,13.19,54.51,
01章 活动物,2023,0.1,0.43,
02章 肉及食用杂碎,2023,0.03,33.24,
03章 鱼、甲壳动物、软体动物及其他水生无脊椎动物,2023,10.92,11.5,
04章 乳品;蛋品;天然蜂蜜;其他食用动物产品,2023,0.2,3.81,
05章 其他动物产品,2023,1.95,5.53,
第二类 植物产品,2023,17.72,206.32,
06章 活树及其他活植物;鳞茎、根及类似品;插花及装饰用簇叶,2023,0.8,0.03,
07章 食用蔬菜、根及块茎,2023,6.19,0.62,
08章 食用水果及坚果;甜瓜或柑桔属水果的果皮,2023,2.48,8.57,
09章 咖啡、茶、马黛茶及调味香料,2023,2.55,0.25,
10章 谷物,2023,0.01,37.98,
11章 制粉工业产品;麦芽;淀粉;菊粉;面筋,2023,0.18,0.15,
12章 含油子仁及果实;杂项子仁及果实;工业用或药用植物;稻草、秸秆及饲料,2023,1.49,158.52,
13章 虫胶;树胶、树脂及其他植物液、汁,2023,3.87,0.17,
14章 编结用植物材料;其他植物产品,2023,0.17,0.02,
第三类 动、植物油、脂及其分解产品;精制的食用油脂;动、植物蜡,2023,8.77,1.61,
15章 动、植物油、脂及其分解产品;精制的食用油脂;动、植物蜡,2023,8.77,1.61,
第四类食品;饮料、酒及醋;烟草、烟草及烟草代用品的制品,2023,59.2,36.41,
16章 肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物的制品,2023,8.93,0.54,
17章 糖及糖食,2023,3.1,1.9,
18章 可可及可可制品,2023,0.3,0.37,
19章 谷物、粮食粉、淀粉或乳的制品;糕饼点心,2023,2.73,0.45,
20章 蔬菜、水果、坚果或植物其他部分的制品,2023,9.03,3.31,
21章 杂项食品,2023,7.56,11.68,
22章 饮料、酒及醋,2023,1.12,1.72,
23章 食品工业的残渣及废料;配制的动物饲料,2023,2.95,11.85,
24章 烟草及烟草代用品的制品,2023,23.48,4.59,
第五类 矿产品,2023,12.04,251.48,
25章 盐;硫磺;泥土及石料;石膏料、石灰及水泥,2023,2.68,8.84,
26章 矿砂、矿渣及矿灰,2023,0.07,17.91,
27章 矿物燃料、矿物油及其蒸馏产品;沥青物质;矿物蜡,2023,9.28,224.72,
第六类 化学工业及其相关工业的产品,2023,163.11,208.7,
28章 无机化学品;贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物,2023,14.33,11.31,
29章 有机化学品,2023,73.57,53.26,
30章 药品,2023,22.04,56.76,
31章 肥料,2023,0.18,0.26,
32章 鞣料浸膏及染料浸膏;鞣酸及其衍生物;染料、颜料及其他着色料;油漆及清漆;油灰及其他类似胶粘剂;墨水、油墨,2023,3.16,4.01,
33章 精油及香膏;芳香料制品及化妆盥洗品,2023,14.14,19.28,
34章 肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂,2023,6.22,7.85,
35章 蛋白类物质;改性淀粉;胶;酶,2023,3.14,5.05,
36章 炸药;烟火制品;火柴;引火合金;易燃材料制品,2023,3.77,0.38,
37章 照相及电影用品,2023,0.38,4.91,
38章 杂项化学产品,2023,22.19,45.62,
"第七类 塑料及其制品,橡胶及其制品",2023,260.3,88.37,
39章 塑料及其制品,2023,231.83,81.75,
40章 橡胶及其制品,2023,28.47,6.62,
第八类 生皮、皮革、毛皮及其制品;鞍具及挽具;旅行用品、手提包及类似品;动物肠线(蚕胶丝除外)制品,2023,66.35,7.2,
41章 生皮(毛皮除外)及皮革,2023,0.05,6.34,
42章 皮革制品;鞍具及挽具;旅行用品、手提包及类似容器;动物肠线(蚕胶丝除外)制品,2023,66.05,0.85,
43章 毛皮、人造毛皮及其制品,2023,0.25,0,
"第九类 木及木制品;木炭;软木及软木制品;稻草,秸秆、针茅或其他编结材料制品:篮筐及柳条编结品",2023,33.13,15.46,
44章 木及木制品;木炭,2023,29.24,15.46,
45章 软木及软木制品,2023,0.06,0,
46章 稻草、秸秆、针茅或其他编结材料制品;篮筐及柳条编结品,2023,3.84,0,
第十类 木浆及其他纤维状纤维素浆;纸及纸板的废碎品;纸、纸板及其制品,2023,51.85,29.86,
47章 木浆及其他纤维状纤维素浆;纸及纸板的废碎品,2023,0.01,16.97,
48章 纸及纸板;纸浆、纸或纸板制品,2023,37.82,6.79,
49章 书籍、报纸、印刷图画及其他印制品;手稿、打字稿及设计图纸,2023,14.03,6.1,
第十一类 纺织原料及纺织制品,2023,452.89,21.92,
50章 蚕丝,2023,0.21,0,
51章 羊毛、动物细毛或粗毛;马毛纱线及其机织物,2023,0.85,0.09,
52章 棉花,2023,0.76,16.62,
53章 其他植物纺织纤维;纸纱线及其机织物,2023,0.17,0,
54章 化学纤维长丝,2023,3.88,1.3,
55章 化学纤维短纤,2023,1.58,0.7,
56章 絮胎、毡呢及无纺织物;特种纱线;线、绳、索、缆及其制品,2023,7.19,1.55,
57章 地毯及纺织材料的其他铺地制品,2023,8.09,0.06,
58章 特种机织物;簇绒织物;花边;装饰毯;装饰带;刺绣品,2023,3.22,0.12,
59章 浸渍、涂布、包覆或层压的纺织物;工业用纺织制品,2023,4.57,0.59,
60章 针织物及钩编织物,2023,3.18,0.09,
61章 针织或钩编的服装及衣着附件,2023,188.95,0.32,
62章 非针织或非钩编的服装及衣着附件,2023,128.99,0.27,
63章 其他纺织制成品;成套物品;旧衣着及旧纺织品;碎织物,2023,101.23,0.21,
第十二类 鞋、帽、伞、杖、鞭及其零件;已加工的羽毛及其制品;人造花;人发制品,2023,158.46,1.49,
64章 鞋靴、护腿和类似品及其零件,2023,94.45,1.4,
65章 帽类及其零件,2023,14.21,0.04,
66章 雨伞、阳伞、手杖、鞭子、马鞭及其零件,2023,5.7,0,
67章 已加工羽毛、羽绒及其制品;人造花;人发制品,2023,44.1,0.04,
第十三类 石料、石膏、水泥、石棉、云母及类似材料的制品;陶瓷产品;玻璃及其制品,2023,84.07,13.15,
68章 石料、石膏、水泥、石棉、云母及类似材料的制品,2023,14.01,2.87,
69章 陶瓷产品,2023,29.5,1.45,
70章 玻璃及其制品,2023,40.56,8.83,
第十四类 天然或养殖珍珠、宝石或半宝石、贵金属、包贵金属及其制品;仿首饰;硬币,2023,28.03,10.46,
71章 天然或养殖珍珠、宝石或半宝石、贵金属、包贵金属及其制品;仿首饰;硬币,2023,28.03,10.46,
第十五类 贱金属及其制品,2023,281.49,61.76,
72章 钢铁,2023,7.53,3.13,
73章 钢铁制品,2023,131.74,9.62,
74章 铜及其制品,2023,5.4,28.95,
75章 镍及其制品,2023,0.47,6.22,
76章 铝及其制品,2023,37.9,6.61,
78章 铅及其制品,2023,0.08,0.02,
79章 锌及其制品,2023,0.29,0.09,
80章 锡及其制品,2023,0.01,0.04,
81章 其他贱金属、金属陶瓷及其制品,2023,6.07,3.59,
82章 贱金属工具、器具、利口器、餐匙、餐叉及其零件,2023,46.18,2.11,
83章 贱金属杂项制品,2023,45.82,1.37,
第十六类 机器、机械器具、电气设备及其零件;录音机及放声机、电视图像、声音的录制和重放设备及其零件、附件,2023,2131.84,341.39,
84章 核反应堆、锅炉、机器、机械器具及其零件,2023,888.12,200.59,
85章 电机、电气设备及其零件;录音机及放声机、电视图像、声音的录制和重放设备及其零件、附件,2023,1243.72,140.8,
第十七类车辆、航空器、船舶及有关运输设备,2023,206.34,141.89,
86章 铁道及电车道机车、车辆及其零件;铁道及电车轨道固定装置及其零件、附件;各种机械(包括电动机械)交通信号设备,2023,11.81,0.55,
"87章 车辆及其零件、附件,但铁道及电车道车辆除外",2023,182.12,105.5,
88章 航空器、航天器及其零件,2023,9.24,35.55,
89章 船舶及浮动结构体,2023,3.17,0.29,
第十八类 光学、照相、电影、计量、检验、医疗或外科用仪器及设备、精密仪器及设备;钟表;乐器;上述物品的零件、附件,2023,129.17,135.34,
90章 光学、照相、电影、计量、检验、医疗或外科用仪器及设备、精密仪器及设备;上述物品的零件、附件,2023,118.71,134.72,
91章 钟表及其零件,2023,4.72,0.08,
92章 乐器及其零件、附件,2023,5.74,0.53,
第十九类 武器、弹药及其零件、附件,2023,1.05,0.01,
93章 武器、弹药及其零件、附件,2023,1.05,0.01,
第二十类杂项制品,2023,654.17,3.39,
94章 家具;寝具、褥垫、弹簧床垫、软坐垫及类似的填充制品:未列名灯具及照明装置;发光标志、发光名牌及类似品;活动房屋,2023,305.7,1.7,
95章 玩具、游戏品、运动用品及其零件、附件,2023,293.24,1,
